Município,Participação PIB
São Pedro do Butiá (RS),"5,31"
São Pedro do Sul (RS),"3,62"
São Sebastião do Caí (RS),7
São Sepé (RS),"9,06"
São Valentim (RS),"1,03"
São Valentim do Sul (RS),"1,26"
São Valério do Sul (RS),"0,68"
São Vendelino (RS),"0,75"
São Vicente do Sul (RS),"4,97"
Sapiranga (RS),"1,99"
Sapucaia do Sul (RS),"2,31"
Sarandi (RS),"12,81"
Seberi (RS),"8,52"
Sede Nova (RS),2
Segredo (RS),"0,91"
Selbach (RS),"8,96"
Senador Salgado Filho (RS),"1,35"
Sentinela do Sul (RS),"2,76"
Serafina Corrêa (RS),"10,33"
Sério (RS),"0,33"
Sertão (RS),"2,23"
Sertão Santana (RS),"0,17"
Sete de Setembro (RS),"3,47"
Severiano de Almeida (RS),"1,13"
Silveira Martins (RS),"3,25"
Sinimbu (RS),"1,2"
Sobradinho (RS),"2,46"
Soledade (RS),"54,49"
Tabaí (RS),"0,79"
Tapejara (RS),"6,85"
Tapera (RS),"15,28"
Tapes (RS),"12,21"
Taquara (RS),"10,28"
Taquari (RS),"6,07"
Taquaruçu do Sul (RS),"2,61"
Tavares (RS),"0,91"
Tenente Portela (RS),"7,35"
Terra de Areia (RS),"2,14"
Teutônia (RS),"8,74"
Tio Hugo (RS),"4,17"
Tiradentes do Sul (RS),"2,49"
Toropi (RS),"0,69"
Torres (RS),"10,15"
Tramandaí (RS),"9,07"
Travesseiro (RS),"0,43"
Três Arroios (RS),"1,07"
Três Cachoeiras (RS),"2,27"
Três Coroas (RS),"5,27"
Três de Maio (RS),"16,57"
Três Forquilhas (RS),"0,47"
Três Palmeiras (RS),"2,46"
Três Passos (RS),"13,12"
Trindade do Sul (RS),"4,85"
Triunfo (RS),"75,85"
Tucunduva (RS),"3,18"
Tunas (RS),"4,69"
Tupanci do Sul (RS),"2,99"
Tupanciretã (RS),"23,48"
Tupandi (RS),"4,15"
Tuparendi (RS),"4,7"
Turuçu (RS),"1,02"
Ubiretama (RS),"1,01"
União da Serra (RS),"1,2"
Unistalda (RS),"1,71"
Uruguaiana (RS),"25,29"
Vacaria (RS),"33,58"
Vale Verde (RS),"0,76"
Vale do Sol (RS),"1,53"
Vale Real (RS),"1,54"
Vanini (RS),"0,39"
Venâncio Aires (RS),"20,92"
Vera Cruz (RS),"4,63"
Veranópolis (RS),"3,02"
Vespasiano Corrêa (RS),"0,66"
Viadutos (RS),"1,55"
Viamão (RS),"2,38"
Vicente Dutra (RS),"1,75"
Victor Graeff (RS),"7,06"
Vila Flores (RS),"0,52"
Vila Lângaro (RS),"0,7"
Vila Maria (RS),"1,62"
Vila Nova do Sul (RS),"1,33"
Vista Alegre (RS),"1,89"
Vista Alegre do Prata (RS),"1,13"
Vista Gaúcha (RS),"1,31"
Vitória das Missões (RS),"1,45"
Westfália (RS),"1,47"
Xangri-lá (RS),"5,38"
Água Clara (MS),"7,05"
Alcinópolis (MS),"3,86"
Amambai (MS),"4,8"
Anastácio (MS),"24,07"
Anaurilândia (MS),"7,81"
Angélica (MS),"9,56"
Antônio João (MS),"1,98"
Aparecida do Taboado (MS),"26,95"
Aquidauana (MS),"41,62"
Aral Moreira (MS),"2,78"
Bandeirantes (MS),"1,88"
Bataguassu (MS),"19,66"
Batayporã (MS),"11,3"
Bela Vista (MS),"22,32"
Bodoquena (MS),"8,04"
Bonito (MS),"27,52"
Brasilândia (MS),"4,92"
Caarapó (MS),"5,7"
Camapuã (MS),"10,34"
Campo Grande (MS),"85,96"
Caracol (MS),"4,1"
Cassilândia (MS),"12,28"
Chapadão do Sul (MS),"38,12"
Corguinho (MS),"0,37"
Coronel Sapucaia (MS),"2,86"
Corumbá (MS),"81,95"
Costa Rica (MS),"32,89"
Coxim (MS),"18,14"
Deodápolis (MS),"3,99"
Dois Irmãos do Buriti (MS),"11,47"
Douradina (MS),"0,55"
Dourados (MS),"34,22"
Eldorado (MS),"4,5"
Fátima do Sul (MS),"1,76"
Figueirão (MS),"2,33"
Glória de Dourados (MS),"2,47"
Guia Lopes da Laguna (MS),"8,32"
Iguatemi (MS),"6,55"
Inocência (MS),"7,86"
Itaporã (MS),"3,21"
Itaquiraí (MS),"10,05"
Ivinhema (MS),"13,89"
Japorã (MS),"1,35"
Jaraguari (MS),"0,94"
Jardim (MS),"18,89"
Jateí (MS),"3,86"
Juti (MS),"1,26"
Ladário (MS),"8,05"
Laguna Carapã (MS),"2,76"
Maracaju (MS),11
Miranda (MS),"22,84"
Mundo Novo (MS),"6,28"
Naviraí (MS),"24,31"
Nioaque (MS),"10,8"
Nova Alvorada do Sul (MS),"5,34"
Nova Andradina (MS),"57,81"
Novo Horizonte do Sul (MS),"2,27"
Paraíso das Águas (MS),"16,7"
Paranaíba (MS),"31,87"
Paranhos (MS),"2,38"
Pedro Gomes (MS),"4,54"
Ponta Porã (MS),"13,65"
Porto Murtinho (MS),10
Ribas do Rio Pardo (MS),"10,82"
Rio Brilhante (MS),"10,14"
Rio Negro (MS),"0,33"
Rio Verde de Mato Grosso (MS),"10,28"
Rochedo (MS),"0,69"
Santa Rita do Pardo (MS),"2,7"
São Gabriel do Oeste (MS),"36,22"
Sete Quedas (MS),"3,1"
Selvíria (MS),"33,32"
Sidrolândia (MS),"7,94"
Sonora (MS),"14,3"
Tacuru (MS),"2,58"
Taquarussu (MS),"3,42"
Terenos (MS),"1,88"
Três Lagoas (MS),"74,52"
Vicentina (MS),"0,85"
Acorizal (MT),"13,1"
Água Boa (MT),"15,77"
Alta Floresta (MT),"50,86"
Alto Araguaia (MT),"31,99"
Alto Boa Vista (MT),"3,15"
Alto Garças (MT),"32,67"
Alto Paraguai (MT),"12,73"
Alto Taquari (MT),"35,34"
Apiacás (MT),"5,63"
Araguaiana (MT),"4,23"
Araguainha (MT),"0,88"
Araputanga (MT),"19,46"
Arenápolis (MT),"17,74"
Aripuanã (MT),"21,68"
Barão de Melgaço (MT),"3,87"
Barra do Bugres (MT),"18,46"
Barra do Garças (MT),"85,82"
Bom Jesus do Araguaia (MT),"9,17"
Brasnorte (MT),"31,29"
Cáceres (MT),"70,27"
Campinápolis (MT),"3,45"
Campo Novo do Parecis (MT),"28,56"
Campo Verde (MT),"41,75"
Campos de Júlio (MT),"13,65"
Canabrava do Norte (MT),"3,19"
Canarana (MT),"23,11"
Carlinda (MT),"7,21"
Castanheira (MT),"3,23"
Chapada dos Guimarães (MT),"2,89"
Cláudia (MT),"6,68"
Cocalinho (MT),"9,95"
Colíder (MT),"19,13"
Colniza (MT),"12,73"
Comodoro (MT),"5,2"
Confresa (MT),"18,25"
Conquista D'Oeste (MT),"3,83"
Cotriguaçu (MT),"4,9"
Cuiabá (MT),"70,68"
Curvelândia (MT),"3,84"
Denise (MT),"6,23"
Diamantino (MT),"23,75"
Dom Aquino (MT),"2,86"
Feliz Natal (MT),"6,53"
Figueirópolis D'Oeste (MT),"2,48"
Gaúcha do Norte (MT),"34,26"
General Carneiro (MT),"15,14"
Glória D'Oeste (MT),"2,65"
Guarantã do Norte (MT),"16,57"
Guiratinga (MT),"22,85"
Indiavaí (MT),"3,08"
Ipiranga do Norte (MT),"5,39"
Itanhangá (MT),"2,02"
Itaúba (MT),"2,62"
Itiquira (MT),"9,11"
Jaciara (MT),"5,09"
Jangada (MT),"22,66"
Jauru (MT),"10,36"
Juara (MT),"20,15"
Juína (MT),"19,99"
Juruena (MT),"4,47"
Juscimeira (MT),"2,25"
Lambari D'Oeste (MT),"7,28"
Lucas do Rio Verde (MT),"19,29"
Luciara (MT),"0,49"
Vila Bela da Santíssima Trindade (MT),"17,08"
Marcelândia (MT),"4,22"
Matupá (MT),"19,33"
Mirassol d'Oeste (MT),"24,82"
Nobres (MT),"3,12"
Nortelândia (MT),"24,88"
Nossa Senhora do Livramento (MT),"0,92"
Nova Bandeirantes (MT),"8,27"
Nova Nazaré (MT),"1,11"
Nova Lacerda (MT),"11,91"
Nova Santa Helena (MT),"2,08"
Nova Brasilândia (MT),"2,9"
Nova Canaã do Norte (MT),"13,7"
Nova Mutum (MT),"16,9"
Nova Olímpia (MT),"8,61"
Nova Ubiratã (MT),"9,15"
Nova Xavantina (MT),"8,15"
Novo Mundo (MT),"7,33"
Novo Horizonte do Norte (MT),"1,5"
Novo São Joaquim (MT),"6,8"
Paranaíta (MT),"19,18"
Paranatinga (MT),"56,69"
Novo Santo Antônio (MT),"0,68"
Pedra Preta (MT),"6,69"
Peixoto de Azevedo (MT),"13,84"
Planalto da Serra (MT),"6,15"
Poconé (MT),"22,02"
Pontal do Araguaia (MT),"3,87"
Ponte Branca (MT),"0,98"
Pontes e Lacerda (MT),"65,12"
Porto Alegre do Norte (MT),"6,78"
Porto dos Gaúchos (MT),"19,46"
Porto Esperidião (MT),"9,17"
Porto Estrela (MT),"0,98"
Poxoréu (MT),"33,87"
Primavera do Leste (MT),"58,25"
Querência (MT),"33,58"
São José dos Quatro Marcos (MT),"13,32"
Reserva do Cabaçal (MT),"1,41"
Ribeirão Cascalheira (MT),"9,02"
Ribeirãozinho (MT),"5,94"
Rio Branco (MT),"3,18"
Santa Carmem (MT),"6,46"
Santo Afonso (MT),"12,34"
São José do Povo (MT),"0,25"
São José do Rio Claro (MT),"21,63"
São José do Xingu (MT),"11,14"
São Pedro da Cipa (MT),"0,29"
Rondolândia (MT),"1,71"
Rondonópolis (MT),"73,46"
Rosário Oeste (MT),"64,23"
Santa Cruz do Xingu (MT),"3,82"
Salto do Céu (MT),"2,8"
Santa Rita do Trivelato (MT),"3,46"
Santa Terezinha (MT),"3,58"
Santo Antônio do Leste (MT),"8,04"
Santo Antônio de Leverger (MT),"1,95"
São Félix do Araguaia (MT),"19,35"
Sapezal (MT),"28,84"
Serra Nova Dourada (MT),"0,89"
Sinop (MT),"60,18"
Sorriso (MT),"35,05"
Tabaporã (MT),"19,48"
Tangará da Serra (MT),"65,71"
Tapurah (MT),"5,62"
Terra Nova do Norte (MT),"7,57"
Tesouro (MT),"9,83"
Torixoréu (MT),"6,64"
União do Sul (MT),"3,15"
Vale de São Domingos (MT),"2,06"
Várzea Grande (MT),"23,56"
Vera (MT),"8,08"
Vila Rica (MT),"10,48"
Nova Guarita (MT),"2,52"
Nova Marilândia (MT),"32,3"
Nova Maringá (MT),"17,78"
Nova Monte Verde (MT),"8,84"
Abadia de Goiás (GO),"0,39"
Abadiânia (GO),"1,54"
Acreúna (GO),"12,7"
Adelândia (GO),"1,35"
Água Fria de Goiás (GO),"1,85"
Água Limpa (GO),"0,35"
Águas Lindas de Goiás (GO),"8,54"
Alexânia (GO),"3,91"
Aloândia (GO),"0,35"
Alto Horizonte (GO),"15,16"
Alto Paraíso de Goiás (GO),"15,95"
Alvorada do Norte (GO),"7,6"
Amaralina (GO),"1,29"
Americano do Brasil (GO),"2,54"
Amorinópolis (GO),"7,02"
Anápolis (GO),"74,85"
Anhanguera (GO),"0,14"
Anicuns (GO),"14,23"
Aparecida de Goiânia (GO),"18,6"
Aparecida do Rio Doce (GO),"0,29"
Aporé (GO),"1,06"
Araçu (GO),"0,31"
Aragarças (GO),"13,31"
Aragoiânia (GO),"0,19"
Araguapaz (GO),"6,11"
Arenópolis (GO),"10,67"
Aruanã (GO),"9,9"
Aurilândia (GO),"2,26"
Avelinópolis (GO),"1,89"
Baliza (GO),"5,91"
Barro Alto (GO),"19,24"
Bela Vista de Goiás (GO),"1,62"
Bom Jardim de Goiás (GO),"12,35"
Bom Jesus de Goiás (GO),"6,74"
Bonfinópolis (GO),"0,13"
Bonópolis (GO),"1,85"
Brazabrantes (GO),"0,39"
Britânia (GO),"6,72"
Buriti Alegre (GO),"2,56"
Buriti de Goiás (GO),"1,58"
Buritinópolis (GO),4
Cabeceiras (GO),"1,65"
Cachoeira Alta (GO),"4,96"
Cachoeira de Goiás (GO),"2,3"
Cachoeira Dourada (GO),"0,38"
Caçu (GO),"15,93"
Caiapônia (GO),"2,19"
Caldas Novas (GO),"16,44"
Caldazinha (GO),"0,09"
Campestre de Goiás (GO),"0,88"
Campinaçu (GO),"1,31"
Campinorte (GO),"3,94"
Campo Alegre de Goiás (GO),"5,39"
Campo Limpo de Goiás (GO),"0,69"
Campos Belos (GO),"16,94"
Campos Verdes (GO),"0,67"
Carmo do Rio Verde (GO),"5,97"
Castelândia (GO),"0,24"
Catalão (GO),"63,14"
Caturaí (GO),"0,42"
Cavalcante (GO),"20,57"
Ceres (GO),"8,98"
Cezarina (GO),"4,65"
Chapadão do Céu (GO),"5,84"
Cidade Ocidental (GO),"3,49"
Cocalzinho de Goiás (GO),"1,51"
Colinas do Sul (GO),"3,78"
Córrego do Ouro (GO),"4,39"
Corumbá de Goiás (GO),"0,9"
Corumbaíba (GO),"4,52"
Cristalina (GO),"15,95"
Cristianópolis (GO),"2,08"
Crixás (GO),"20,19"
Cromínia (GO),"0,55"
Cumari (GO),"0,62"
Damianópolis (GO),"2,02"
Damolândia (GO),"0,22"
Davinópolis (GO),"3,71"
Diorama (GO),"4,64"
Doverlândia (GO),"1,07"
Edealina (GO),"4,89"
Edéia (GO),"11,15"
Estrela do Norte (GO),"0,89"
Faina (GO),"5,68"
Fazenda Nova (GO),9
Firminópolis (GO),"7,55"
Flores de Goiás (GO),"11,28"
Formosa (GO),"11,25"
Formoso (GO),"1,32"
Gameleira de Goiás (GO),"5,41"
Divinópolis de Goiás (GO),"4,12"
Goianápolis (GO),"0,32"
Goiandira (GO),"1,29"
Goianésia (GO),"23,09"
Goiânia (GO),"65,57"
Goianira (GO),"1,21"
Goiás (GO),"25,91"
Goiatuba (GO),"11,89"
Gouvelândia (GO),"2,98"
Guapó (GO),"0,38"
Guaraíta (GO),"0,64"
Guarani de Goiás (GO),"3,87"
Guarinos (GO),"0,79"
Heitoraí (GO),"0,35"
Hidrolândia (GO),"1,46"
Hidrolina (GO),"1,07"
Iaciara (GO),"10,18"
Inaciolândia (GO),"1,3"
Indiara (GO),"7,92"
Inhumas (GO),"5,92"
Ipameri (GO),"15,47"
Ipiranga de Goiás (GO),"0,86"
Iporá (GO),"51,74"
Israelândia (GO),"4,22"
Itaberaí (GO),"7,6"
Itaguari (GO),"0,41"
Itaguaru (GO),"0,44"
Itajá (GO),"2,32"
Itapaci (GO),"6,69"
Itapirapuã (GO),"7,54"
Itapuranga (GO),"6,77"
Itarumã (GO),"5,72"
Itauçu (GO),"0,92"
Itumbiara (GO),"29,18"
Ivolândia (GO),"8,24"
Jandaia (GO),"5,15"
Jaraguá (GO),"3,87"
Jataí (GO),"21,32"
Jaupaci (GO),"4,91"
Jesúpolis (GO),"0,17"
Joviânia (GO),"1,87"
Jussara (GO),"23,52"
Lagoa Santa (GO),"0,9"
Leopoldo de Bulhões (GO),"0,38"
Luziânia (GO),"18,83"
Mairipotaba (GO),"0,48"
Mambaí (GO),"4,83"
Mara Rosa (GO),"3,45"
Marzagão (GO),"0,38"
Matrinchã (GO),"5,79"
Maurilândia (GO),"0,66"
Mimoso de Goiás (GO),"0,86"
Minaçu (GO),"15,35"
Mineiros (GO),"8,77"
Moiporá (GO),"3,14"
Monte Alegre de Goiás (GO),"6,46"
Montes Claros de Goiás (GO),"23,91"
Montividiu (GO),"4,28"
Montividiu do Norte (GO),"1,29"
Morrinhos (GO),"10,18"
Morro Agudo de Goiás (GO),"0,67"
Mossâmedes (GO),"3,66"
Mozarlândia (GO),"29,6"
Mundo Novo (GO),"5,22"
Mutunópolis (GO),"1,02"
Nazário (GO),"7,69"
Nerópolis (GO),"1,12"
Niquelândia (GO),"15,29"
Nova América (GO),"0,6"
Nova Aurora (GO),"0,45"
Nova Crixás (GO),"18,15"
Nova Glória (GO),"1,73"
Nova Iguaçu de Goiás (GO),"0,73"
Nova Roma (GO),"3,58"
Nova Veneza (GO),"0,83"
Novo Brasil (GO),"5,03"
Novo Gama (GO),4
Novo Planalto (GO),"4,63"
Orizona (GO),"16,23"
Ouro Verde de Goiás (GO),"0,63"
Ouvidor (GO),"4,87"
Padre Bernardo (GO),"3,65"
Palestina de Goiás (GO),"0,46"
Palmeiras de Goiás (GO),"21,38"
Palmelo (GO),"0,96"
Palminópolis (GO),"2,66"
Panamá (GO),"0,6"
Paranaiguara (GO),"4,17"
Paraúna (GO),"18,83"
Perolândia (GO),"1,89"
Petrolina de Goiás (GO),"0,75"
Pilar de Goiás (GO),"2,36"
Piracanjuba (GO),"6,79"
Piranhas (GO),"29,21"
Pirenópolis (GO),"2,22"
Pires do Rio (GO),"24,3"
Planaltina (GO),"5,03"
Pontalina (GO),"3,93"
Porangatu (GO),"16,93"
Porteirão (GO),"1,22"
Portelândia (GO),"0,98"
Posse (GO),"31,63"
Professor Jamil (GO),"0,4"
Quirinópolis (GO),"37,81"
Rialma (GO),"3,84"
Rianápolis (GO),"1,02"
Rio Quente (GO),"1,79"
Rio Verde (GO),"43,48"
Rubiataba (GO),"6,92"
Sanclerlândia (GO),"6,04"
Santa Bárbara de Goiás (GO),"4,28"
Santa Cruz de Goiás (GO),"5,11"
Santa Fé de Goiás (GO),"8,83"
Santa Helena de Goiás (GO),"4,32"
Santa Isabel (GO),"1,51"
Santa Rita do Araguaia (GO),"0,55"
Santa Rita do Novo Destino (GO),"1,35"
Santa Rosa de Goiás (GO),"0,29"
Santa Tereza de Goiás (GO),"1,04"
Santa Terezinha de Goiás (GO),"2,26"
Santo Antônio da Barra (GO),"0,86"
Santo Antônio de Goiás (GO),"0,17"
Santo Antônio do Descoberto (GO),"2,86"
São Domingos (GO),"9,27"
São Francisco de Goiás (GO),"0,55"
São João d'Aliança (GO),"30,62"
São João da Paraúna (GO),"1,69"
São Luís de Montes Belos (GO),"41,27"
São Luiz do Norte (GO),"1,68"
São Miguel do Araguaia (GO),"19,97"
São Miguel do Passa Quatro (GO),"5,48"
São Patrício (GO),"0,65"
São Simão (GO),"25,23"
Senador Canedo (GO),"5,22"
Serranópolis (GO),"1,74"
Silvânia (GO),"22,75"
Simolândia (GO),"7,79"
Sítio d'Abadia (GO),"3,41"
Taquaral de Goiás (GO),"0,38"
Teresina de Goiás (GO),"2,1"
Terezópolis de Goiás (GO),"0,23"
Três Ranchos (GO),"0,41"
Trindade (GO),"2,92"
Trombas (GO),"0,83"
Turvânia (GO),"5,67"
Turvelândia (GO),"6,84"
Uirapuru (GO),"2,24"
Uruaçu (GO),"15,39"
Uruana (GO),"3,6"
Urutaí (GO),"2,85"
Valparaíso de Goiás (GO),"10,27"
Varjão (GO),"1,27"
Vianópolis (GO),"14,84"
Vicentinópolis (GO),"2,63"
Vila Boa (GO),"0,62"
Vila Propício (GO),"1,07"
Brasília (DF),100
